subject,start,end,time,target
s0,1899.221,1899.983,0.762,wb
s0,1899.983,1902.9,2.917,wb
s0,1902.9,1915.511,12.611,s4
s0,1915.511,1919.874,4.363,wb
s0,1919.874,1927.546,7.672,s3
s0,1927.546,1928.458,0.912,wb
s0,1928.458,1942.032,13.574,tool
s0,1942.032,1942.999,0.967,s3
s0,1942.999,1964.734,21.735,tool
s0,1964.734,1966.143,1.409,s3
s0,1966.143,1968.306,2.163,wb
s0,1968.306,1971.376,3.07,s2
s0,1971.376,1976.501,5.125,wb
s0,1976.501,1979.073,2.572,wb
s0,1979.073,1981.527,2.454,s3
s0,1981.527,1982.149,0.622,wb
s0,1982.149,1989.073,6.924,s3
s0,1989.073,1990.95,1.877,tool
s0,1990.95,1993.697,2.747,s4
s0,1993.697,2014.775,21.078,wb
s0,2014.775,2026.374,11.599,s4
s0,2026.374,2028.583,2.209,wb
s0,2028.583,2034.128,5.545,tool
s0,2034.128,2063.052,28.924,wb
s0,2063.052,2064.448,1.396,s3
s0,2064.448,2067.678,3.23,wb
s0,2067.678,2071.041,3.363,tool
s0,2071.041,2089.743,18.702,wb
s0,2089.743,2096.197,6.454,wb
s0,2096.197,2097.948,1.751,s1
s0,2097.948,2101.765,3.817,wb
s0,2101.765,2102.831,1.066,s2
s0,2102.831,2105.936,3.105,wb
s0,2105.936,2109.566,3.63,s2
s0,2109.566,2111.166,1.6,wb
s0,2111.166,2117.299,6.133,tool
s0,2117.299,2119.808,2.509,s3
s0,2119.808,2121.415,1.607,wb
s0,2121.415,2128.053,6.638,s3
s0,2128.053,2136.051,7.998,wb
s0,2136.051,2138.249,2.198,s3
s0,2138.249,2144.441,6.192,wb
s0,2144.441,2148.075,3.634,s2
s0,2148.075,2162.839,14.764,wb
s0,2162.839,2168.274,5.435,tool
s0,2168.274,2169.916,1.642,wb
s0,2169.916,2175.623,5.707,tool
s0,2175.623,2178.028,2.405,wb
s0,2178.028,2179.316,1.288,s3
s0,2179.316,2182.404,3.088,wb
s0,2182.404,2186.471,4.067,wb
s0,2186.471,2193.402,6.931,tool
s0,2193.402,2205.757,12.355,wb
s0,2205.757,2207.737,1.98,s1
s0,2207.737,2211.248,3.511,tool
s0,2211.248,2214.079,2.831,wb
s0,2214.079,2216.127,2.048,s1
s0,2216.127,2221.929,5.802,tool
s0,2221.929,2224.074,2.145,wb
s0,2224.074,2227.59,3.516,s1
s0,2227.59,2230.791,3.201,s2
s0,2230.791,2232.881,2.09,tool
s0,2232.881,2240.262,7.381,wb
s0,2240.262,2242.443,2.181,s3
s0,2242.443,2261.023,18.58,wb
s0,2261.023,2262.627,1.604,s4
s0,2262.627,2271.373,8.746,wb
s0,2271.373,2272.615,1.242,tool
s0,2272.615,2279.07,6.455,wb
s0,2279.07,2280.308,1.238,s2
s0,2280.308,2284.613,4.305,wb
s0,2284.613,2285.6,0.987,tool
s0,2285.6,2296.496,10.896,wb
s0,2296.496,2300.774,4.278,tool
s0,2300.774,2306.041,5.267,wb
s0,2306.041,2307.49,1.449,s2
s0,2307.49,2311.453,3.963,wb
s0,2311.453,2314.019,2.566,s4
s0,2314.019,2324.587,10.568,wb
s0,2324.587,2326.898,2.311,s4
s0,2326.898,2350.716,23.818,tool
s0,2350.716,2354.893,4.177,s4
s0,2354.893,2375.568,20.675,wb
s0,2375.568,2377.258,1.69,tool
s0,2377.258,2408.943,31.685,wb
s0,2408.943,2412.003,3.06,tool
s0,2412.003,2419.79,7.787,wb
s0,2419.79,2423.193,3.403,tool
s0,2423.193,2433.595,10.402,wb
s0,2433.595,2435.559,1.964,s2
s0,2435.559,2440.193,4.634,tool
s0,2440.193,2441.164,0.971,s3
s0,2441.164,2448.333,7.169,tool
s0,2448.333,2449.197,0.864,s3
s0,2449.197,2459.252,10.055,wb
s0,2459.252,2464.954,5.702,tool
s0,2464.954,2466.123,1.169,wb
s0,2466.123,2480.282,14.159,tool
s0,2480.282,2481.465,1.183,wb
s0,2481.465,2486.897,5.432,tool
s0,2486.897,2491.285,4.388,wb
s0,2491.285,2494.156,2.871,wb
s0,2494.156,2502.47,8.314,wb
s0,2502.47,2505.504,3.034,tool
s0,2505.504,2508.05,2.546,wb
s0,2508.05,2509.507,1.457,s2
s0,2509.507,2510.591,1.084,wb
s0,2510.591,2515.416,4.825,tool
s0,2515.416,2518.039,2.623,wb
s0,2518.039,2519.7,1.661,s3
s0,2519.7,2532.897,13.197,wb
s0,2532.897,2534.951,2.054,tool
s0,2534.951,2536.385,1.434,wb
s0,2536.385,2538.271,1.886,s3
s0,2538.271,2540.82,2.549,tool
s0,2540.82,2544.449,3.629,s3
s0,2544.449,2546.687,2.238,tool
s0,2546.687,2551.785,5.098,wb
s0,2551.785,2553.588,1.803,s3
s0,2553.588,2582.158,28.57,wb
s0,2582.158,2583.083,0.925,s1
s0,2583.083,2596.284,13.201,wb
s0,2596.284,2596.901,0.617,s1
s0,2596.901,2600.649,3.748,tool
s0,2600.649,2603.245,2.596,wb
s0,2603.245,2606.087,2.842,s3
s0,2606.087,2610.469,4.382,wb
s1,244.96,246.051,1.091,wb
s1,246.051,248.885,2.834,tool
s1,248.885,255.687,6.802,wb
s1,255.687,257.785,2.098,tool
s1,257.785,261.703,3.918,wb
s1,261.703,266.315,4.612,tool
s1,266.315,275.212,8.897,wb
s1,275.212,278.7,3.488,tool
s1,278.7,280.4,1.7,s3
s1,280.4,282.686,2.286,wb
s1,282.686,284.12,1.434,s3
s1,284.12,285.388,1.268,s3
s1,285.388,287.339,1.951,wb
s1,287.339,290.479,3.14,s3
s1,290.479,291.819,1.34,wb
s1,291.819,298.412,6.593,s3
s1,298.412,301.795,3.383,wb
s1,301.795,307.605,5.81,s3
s1,307.605,310.733,3.128,wb
s1,379.17,389.369,10.199,tool
s1,389.369,394.658,5.289,wb
s1,394.658,396.087,1.429,s2
s1,396.087,400.141,4.054,wb
s1,2073.826,2074.373,0.547,s1
s1,2074.373,2080.633,6.26,s2
s1,2080.633,2083.11,2.477,tool
s1,2083.11,2088.306,5.196,s2
s1,2088.306,2090.943,2.637,tool
s1,2090.943,2094.043,3.1,wb
s1,2094.043,2097.548,3.505,tool
s1,2097.548,2100.01,2.462,s2
s1,2100.01,2106.065,6.055,tool
s2,245.143,251.9,6.757,wb
s2,251.9,253.214,1.314,tool
s2,253.214,264,10.786,wb
s2,264,267.365,3.365,tool
s2,267.365,274.447,7.082,wb
s2,274.447,277.061,2.614,tool
s2,277.061,278.144,1.083,wb
s2,278.144,281.118,2.974,tool
s2,281.118,284.13,3.012,wb
s2,284.13,286.563,2.433,tool
s2,286.563,287.814,1.251,s1
s2,287.814,289.002,1.188,wb
s2,289.002,291.849,2.847,wb
s2,291.849,293.324,1.475,s1
s2,293.324,302.619,9.295,wb
s2,302.619,305.127,2.508,tool
s2,305.127,306.545,1.418,wb
s2,306.545,310.795,4.25,tool
s2,379.174,381.171,1.997,tool
s2,381.171,400.19,19.019,wb
s3,245.04,257.72,12.68,s1
s3,257.72,267.354,9.634,tool
s3,267.354,277.072,9.718,wb
s3,277.072,278.15,1.078,tool
s3,278.15,278.62,0.47,s0
s3,278.62,285.297,6.677,wb
s3,285.297,288.993,3.696,s1
s3,288.993,298.444,9.451,wb
s3,298.444,303.201,4.757,s1
s3,303.201,305.181,1.98,tool
s3,305.181,308.558,3.377,wb
s3,308.558,310.713,2.155,tool
s3,379.16,383.433,4.273,wb
s3,383.433,384.359,0.926,s2
s3,384.359,399.226,14.867,wb
s4,244.96,266.304,21.344,tool
s4,266.304,267.434,1.13,s1
s4,267.434,272.592,5.158,wb
s4,272.592,298.234,25.642,tool
s4,298.234,300.071,1.837,wb
s4,300.071,301.435,1.364,s3
s4,301.435,303.135,1.7,wb
s4,303.135,304.522,1.387,s3
s4,304.522,305.572,1.05,wb
s4,305.572,307.299,1.727,s1
s4,307.299,310.741,3.442,tool
s4,379.17,400.192,21.022,tool
