tStart,time,subject
1711.18,4.08,s1
1715.26,4.29,s0
1719.55,3.33,s1
1722.88,4.53,s2
1727.41,1.45,s2
1728.86,1.76,s0
1730.62,2.1,s2
1733.78,2.06,s2
1735.84,3.35,s1
1739.19,6.81,s0
1746,2.67,s0
1748.67,4.25,s1
1753.76,3.28,s0
1757.04,3.32,s1
1760.36,8.24,s0
1768.6,6.6,s1
1775.2,6.58,s1
1781.78,0.77,s0
1782.55,14.13,s2
1796.68,27.14,s0
1831.4,20.32,s0
1851.72,2.26,s1
1853.98,2.5,s0
1857.24,3.107,s0
1860.347,6.247,s1
1866.594,1.666,s0
1868.26,6.899,s1
1875.159,0.841,s1
1882.34,6,s2
1890,4.4,s0
1896.3,5.58,s2
1901.88,13,s0
1923.44,2.96,s0
1926.4,0.22,s2
1927.76,1.26,s1
1932.1,9.2,s1
1943.6,1.14,s1
1947.74,5.1,s1
1952.84,3.276,s0
1956.116,1.544,s1
1957.66,5.861,s0
1963.521,1.348,s1
1964.869,1.291,s0
1970.9,5.68,s1
1977.7,2.62,s0
1981.04,1.6,s2
1986,6.74,s2
1994.74,5.332,s2
2000.072,1.028,s0
2002.38,2.34,s2
2005.46,4.366,s0
2009.826,6.414,s0
2016.24,4.151,s1
2020.391,2.768,s0
2023.159,5.101,s2
2029.12,4.96,s2
2035.58,1.912,s2
2037.492,2.048,s1
2040.92,1.152,s2
2042.072,7.102,s1
2049.174,1.626,s2
2051.96,1.2,s1
2054.06,2.331,s1
2056.391,8.971,s0
2065.362,3.178,s1
2069.66,7.238,s0
2076.898,0.642,s1
2078.34,1.32,s2
2081.86,4.96,s0
2086.82,1.32,s2
2090.3,1.352,s0
2091.652,2.942,s2
2094.594,3.506,s2
2103.46,3.2,s0
2107.44,11.14,s0
2120.88,3.74,s0
2131,5.869,s2
2136.869,2.102,s1
2138.971,3.689,s2
2142.66,1.5,s0
2146.12,2.561,s2
2148.681,1.359,s1
2153.66,5.28,s2
2158.94,6.66,s0
2167.04,1.119,s0
2170.98,2.32,s1
2174.36,0.6,s1
2180.34,1.08,s0
2184.56,1.657,s1
2186.217,2.174,s2
2188.391,1.549,s1
2193.02,0.22,s0
2201.34,2.62,s2
2222,4.246,s2
2235.68,0.5,s1
2242.58,7.565,s0
2250.145,4.635,s2
2256.28,5.444,s1
2261.724,1.696,s2
2264.18,9.92,s0
2277.18,4.66,s0
2285.34,1.2,s0
2288.94,2.103,s1
2291.043,1.577,s0
2293.86,5.58,s0
2300.36,9.582,s1
2309.942,8.348,s0
2318.29,2.681,s1
2320.971,2.087,s0
2323.058,1.145,s1
2337.55,3.682,s2
2341.232,6.728,s0
2348.78,4.046,s0
2352.826,14.674,s1
2367.5,4.891,s2
2372.391,5.369,s1
2377.76,0.44,s2
2379.86,1.42,s0
2383.7,3.611,s2
2387.311,1.755,s1
2389.066,0.934,s0
2390,0.44,s2
2397.22,3.3,s0
2400.52,2.946,s1
2403.466,6.054,s0
2414.74,0.98,s1
2416.7,2.6,s0
2422.92,2.18,s1
2427.9,7.833,s0
2435.733,1.067,s1
2444.04,3.32,s1
2448.4,2.68,s2
2452.58,8.16,s1
2460.74,13.54,s0
2476.52,2.169,s2
2478.689,3.571,s0
2489.84,3.538,s3
2493.378,9.649,s0
2503.027,2.453,s1
2507.12,1.42,s2
2510.22,3.78,s2
2520.2,4.38,s2
2528.76,6.18,s1
2556.72,7.84,s0
2567.32,8.8,s2
2578.08,2.58,s0
2582.26,5.4,s2
2589.74,3.04,s2
2593.6,5.183,s2
2598.783,4.865,s1
2603.648,5.592,s2
2610.26,6.32,s0
2618.94,0.3,s0
2622,3.02,s0
2632.06,0.72,s0
2636.6,0.52,s0
2643.92,0.28,s1
2650.46,3.215,s1
2653.675,3.541,s0
2657.216,3.838,s2
2661.054,3.675,s0
2664.729,1.163,s2
2665.892,2.54,s0
2668.432,10.865,s1
2679.297,4.783,s2
2686.18,6.8,s2
2694.36,2.08,s0
