tStart,time,subject
2090.996,1.957,s2
2101.772,6.637,s3
2118.503,1.287,s3
2120.913,2.2,s2
2123.736,2.168,s2
2126.1,5.4,s1
2133.393,4.16,s3
2138.4,5.6,s1
2144.086,2.194,s2
2147.257,2.283,s2
2152.031,7.246,s2
2159.794,7.151,s2
2167.576,6.316,s2
2174.09,8.32,s1
2183.41,3.515,s3
2187.6,2.2,s1
2189.844,4.312,s2
2194.3,8.059,s1
2206.76,5.99,s1
2217.236,4.082,s3
2222,3.6,s1
2225.814,6.183,s2
2232.25,1.648,s1
2234.763,6.418,s2
2241.761,0.318,s2
2245.4,1.16,s1
2248.367,4.083,s2
2262.906,0.505,s2
2268.022,2.149,s2
2271.079,3.299,s2
2275.192,0.95,s1
2278.272,0.92,s1
2279.302,4.028,s2
2291.39,3.02,s4
2316.052,18.32,s1
2341.035,5.37,s1
2349.235,2.672,s1
2353.565,0.65,s1
2361.943,4.147,s3
2368.595,3.36,s1
2378.255,5.21,s1
2385.09,1.16,s4
2391.015,5.56,s3
2396.838,3.563,s2
2413.485,3.864,s1
2419.193,1.705,s2
2422.634,1.882,s2
2424.925,2.416,s1
2430.785,2.6,s1
2436.645,2.06,s1
2439.433,5.962,s3
2446.5,1.6,s4
2452.715,1.685,s1
2460.09,10.234,s1
2482.015,3.038,s2
2485.85,5.61,s1
2492.95,0.57,s1
2493.896,3.156,s2
2498.66,1.191,s1
2499.988,1.546,s2
2507.08,4.965,s3
2512.35,3.359,s1
2518.79,3.716,s1
2532.72,3.47,s1
2538.588,0.607,s4
2541.1,1.513,s4
2542.903,1.499,s2
2545.171,3.702,s4
2549.7,3.8,s1
2556.801,2.025,s3
2560.1,1.9,s1
2574.369,2.96,s1
2577.64,0.88,s2
2588.661,1.247,s4
2590.084,0.6,s2
2597.5,2.7,s1
2601.94,2.37,s4
2605.645,3.52,s2
2610.639,4.956,s1
2617.369,1.592,s1
2625.681,6.409,s3
2632.729,0.78,s2
2634.148,2.452,s3
2647.905,1.571,s4
2678.005,1,s3
2681.75,3.97,s0
2689.87,5.711,s3
2701.62,1.47,s4
2711.588,2.294,s0
2714.5,1.588,s1
2721.738,1,s3
2726.681,1,s3
