tStart,time,subject
1380.046,1.273,s3
1381.635,1.57,s0
1383.31,5.053,s1
1389.998,4.742,s0
1394.994,3.466,s3
1401.788,2.362,s3
1404.26,13.59,s3
1417.96,3.896,s3
1422.372,2.51,s1
1425.123,1.417,s3
1426.668,0.752,s1
1428.819,1.423,s3
1430.492,4.918,s3
1437.297,2.273,s3
1440.994,0.649,s3
1441.974,1.097,s3
1443.234,0.88,s3
1444.275,2.385,s3
1446.937,1.097,s3
1448.377,1.663,s3
1450.28,2.458,s3
1453.11,0.42,s3
1454.12,1.2,s3
1455.38,1.97,s1
1457.463,5.356,s3
1463.85,6.322,s1
1473.19,3.823,s2
1477.325,2.49,s1
1480.72,3.35,s1
1484.45,3.98,s3
1489.384,1.145,s0
1491.12,1.377,s0
1493.013,2.117,s0
1496.444,3.901,s0
1503.21,1.48,s1
1505.01,0.68,s0
1506.064,1.205,s1
1508.424,3.609,s1
1512.22,1.782,s0
1514.528,2.251,s2
1516.996,6.598,s2
1523.98,1.94,s2
1526.94,1.09,s2
1528.638,1.552,s2
1530.95,3.08,s2
1534.076,3.477,s3
1537.83,2.998,s3
1542.229,3.111,s3
1545.44,1.166,s3
1546.815,2.608,s1
1550.215,1.384,s0
1553.28,3.983,s0
1559.876,1.326,s0
1561.747,2.383,s3
1565.402,1.698,s3
1568.82,2.73,s2
1580.076,1.825,s3
1582.57,2.73,s3
1585.714,1.167,s0
1587.191,3.788,s0
1595.016,1.285,s3
1598.405,4.195,s3
1602.999,2.173,s3
1605.701,0.817,s3
1606.752,3.003,s1
1609.89,4.109,s1
1614.09,2.731,s2
1617.073,4.11,s3
1621.34,4.313,s3
1625.947,4.723,s1
1633.694,4.685,s3
1638.91,1.24,s1
1641.86,1.35,s1
1645.876,0.405,s3
1646.574,3.115,s3
1650.212,2.345,s3
1652.995,6.951,s3
1661.07,2.9,s3
1664.52,1.31,s1
1666.16,0.71,s3
1667.391,1.021,s3
1670.73,0.699,s3
1674.04,2.457,s1
1677.242,1.178,s3
1680.706,0.447,s3
1681.19,2.094,s0
1684.335,0.651,s0
1685.987,1.349,s0
1688.278,0.656,s0
1690.622,2.35,s1
1694.888,3.439,s3
1698.503,2.792,s3
1702.195,3.286,s2
1705.851,1.109,s2
1709.1,2.78,s2
1712.877,3.281,s2
1716.586,4.825,s1
1721.572,6.657,s0
1728.428,4.877,s3
1733.506,2.395,s3
1736.532,3.77,s2
1740.699,4.394,s3
