tStart,time,subject
1887.883,12.215,s1
1900.098,7.802,s0
1907.9,3.871,
1911.771,8.814,s0
1920.585,14.323,s1
1934.908,12.362,s3
1947.27,4.466,s3
1951.736,3.08,
1954.816,9.419,s0
1964.235,7.485,s0
1971.72,3.75,s0
1975.47,6.305,
1981.775,6.601,s3
1988.376,1.085,
1989.461,16.995,s0
2006.456,6.424,s0
2012.88,4.69,s1
2017.57,5.54,s0
2023.11,3.073,
2026.183,8.537,s0
2034.72,5.718,s1
2040.438,12.898,s0
2053.336,12.504,s0
2065.84,5.495,s0
2071.335,12.688,s3
2084.023,15.037,s0
2099.06,1.53,
2100.59,5.693,s0
2106.283,6.975,
2113.258,8.702,s0
2121.96,11.8,s0
2133.76,10.898,s1
2144.658,8.092,s0
2152.75,10.68,s0
2163.43,5.603,
2169.033,8.115,s0
2177.148,5.733,s3
2182.881,5.144,
2193.143,9.785,s3
2202.928,3.837,s3
2206.765,8.746,s3
2215.511,4.857,s3
2220.368,5.288,s3
2225.656,3.464,s3
2229.12,6.26,s0
2235.38,4.923,s0
2240.303,10.625,s3
2250.928,5.732,s1
2256.66,1.03,
2257.69,3.753,s0
2261.443,9.053,s0
2270.496,1.447,
2271.943,4.41,s0
2276.353,2.293,
2278.646,10.717,s0
2289.363,6.248,s3
2295.611,4.092,s0
2299.703,2.76,s0
2302.463,5.753,s0
2308.216,5.85,s0
2314.066,6.129,
2320.195,9.896,s3
2330.091,10.67,s3
2340.761,6.097,s0
2346.858,5.443,s0
2352.301,6.517,s0
2358.818,6.682,s3
2365.5,2.343,s0
2367.843,2.543,s3
2370.386,15.179,s1
2385.565,10.015,s0
2395.58,1.785,s0
2397.365,1.828,
2399.193,2.727,s0
2401.92,2.548,s0
2404.468,3.497,s3
2407.965,3.143,s3
2411.108,2.192,s3
2413.3,7.988,s0
2421.288,4.145,s3
2425.433,7.173,s3
2432.606,3.11,s3
2435.716,8.795,s3
2444.511,7.249,s3
2451.76,9.415,s1
2461.175,4.341,s3
2465.516,2.009,
2467.525,2.2,s3
2469.725,5.485,s0
2475.21,9.481,s3
2484.691,2.53,
2487.221,9.427,s0
2496.648,4.03,s0
2500.678,3.237,s3
2503.915,6.166,s0
2510.081,5.974,s0
2516.055,6.226,s0
2522.281,7.272,s3
2529.553,3.75,s3
2533.303,2.637,s3
2535.94,1.888,s3
2537.828,1.823,
2539.651,1.337,s0
2540.988,5.782,s3
2546.77,3.426,s3
2550.196,7.137,
2557.333,6.05,s0
2563.383,5.005,s3
2568.388,6.058,s1
2574.446,5.857,s3
2580.303,11.072,s3
2591.375,4.283,s3
2595.658,4.078,s0
2599.736,7.987,s3
2607.723,1.568,
2609.291,4.149,
2613.44,1.811,
2615.251,6.129,s0
2621.38,2.886,s3
2624.266,1.342,
2625.608,4.368,s0
2629.976,13.717,s3
2643.693,2.91,
2646.603,7.263,s1
2653.866,3.39,s1
2657.256,8.82,s3
2666.076,1.009,
2667.085,14.73,s3
2681.815,11.086,s0
2692.901,6.284,s0
2699.185,10.773,s0
2709.958,6.358,s0
2716.316,8.04,s0
2724.356,5.46,s0
